CodDisciplina;NomeDisciplina;CodTurma;Turno;Campus;DiaAula;InicioAula;FimAula;SalaAula;FrequenciaAula;TipoAula;NomeProfessor;Por
BC0208;Fenomenos Mecanicos;B1;Noturno;Santo Andre;Terca-feira;21:00;23:00;403-3;quinzenal II;Pratica;Marcelo Augusto Leigui de Oliveira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B2;Diurno;Santo Andre;Terca-feira;14:00;16:00;A-114-0;semanal;Teorica;Ana Melva Champi Farfan;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B2;Diurno;Santo Andre;Quinta-feira;14:00;16:00;A-114-0;semanal;Teorica;Ana Melva Champi Farfan;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B2;Diurno;Santo Andre;Terca-feira;16:00;18:00;L705;quinzenal I;Pratica;Ana Melva Champi Farfan;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B2;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-114-0;semanal;Teorica;Marcelo Augusto Leigui de Oliveira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B2;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-114-0;semanal;Teorica;Marcelo Augusto Leigui de Oliveira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B2;Noturno;Santo Andre;Terca-feira;21:00;23:00;L705;quinzenal I;Pratica;Marcelo Augusto Leigui de Oliveira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B3;Diurno;Santo Andre;Terca-feira;14:00;16:00;A-114-0;semanal;Teorica;Ana Melva Champi Farfan;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B3;Diurno;Santo Andre;Quinta-feira;14:00;16:00;A-114-0;semanal;Teorica;Ana Melva Champi Farfan;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B3;Diurno;Santo Andre;Terca-feira;16:00;18:00;L705;quinzenal II;Pratica;Jose Javier Saez Acuna;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B3;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-114-0;semanal;Teorica;Marcelo Augusto Leigui de Oliveira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B3;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-114-0;semanal;Teorica;Marcelo Augusto Leigui de Oliveira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;B3;Noturno;Santo Andre;Terca-feira;21:00;23:00;L705;quinzenal II;Pratica;Jose Javier Saez Acuna;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-101-0;semanal;Teorica;Jose Kenichi Mizukoshi;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-101-0;quinzenal II;Teorica;Jose Kenichi Mizukoshi;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L701;quinzenal I;Pratica;Jose Kenichi Mizukoshi;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Noturno;Santo Andre;Terca-feira;21:00;23:00;A-101-0;semanal;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-101-0;quinzenal II;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Noturno;Santo Andre;Quinta-feira;21:00;23:00;L701;quinzenal I;Pratica;Alysson Fabio Ferrari;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-101-0;semanal;Teorica;Jose Kenichi Mizukoshi;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-101-0;quinzenal II;Teorica;Jose Kenichi Mizukoshi;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L701;quinzenal II;Pratica;Jose Kenichi Mizukoshi;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Noturno;Santo Andre;Terca-feira;21:00;23:00;A-101-0;semanal;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-101-0;quinzenal II;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Noturno;Santo Andre;Quinta-feira;21:00;23:00;L701;quinzenal II;Pratica;Alysson Fabio Ferrari;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-101-0;semanal;Teorica;Jose Kenichi Mizukoshi ;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-101-0;quinzenal II;Teorica;Jose Kenichi Mizukoshi ;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L702;quinzenal I;Pratica;Leticie Mendonca Ferreira;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Noturno;Santo Andre;Terca-feira;21:00;23:00;A-101-0;semanal;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-101-0;quinzenal II;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Noturno;Santo Andre;Quinta-feira;21:00;23:00;L702;quinzenal I;Pratica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A4;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-114-0;semanal;Teorica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A4;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-114-0;quinzenal II;Teorica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A4;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L702;quinzenal II;Pratica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A4;Noturno;Santo Andre;Terca-feira;21:00;23:00;A-102-0;semanal;Teorica;Caetano Rodrigues Miranda;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A4;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-102-0;quinzenal II;Teorica;Caetano Rodrigues Miranda;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A4;Noturno;Santo Andre;Quinta-feira;21:00;23:00;L702;quinzenal II;Pratica;Caetano Rodrigues Miranda;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A5;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-114-0;semanal;Teorica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A5;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-114-0;quinzenal II;Teorica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A5;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L705;quinzenal I;Pratica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A5;Noturno;Santo Andre;Terca-feira;21:00;23:00;A-102-0;semanal;Teorica;Caetano Rodrigues Miranda;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A5;Noturno;Santo Andre;Quinta-feira;19:00;21:00;A-102-0;quinzenal II;Teorica;Caetano Rodrigues Miranda;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A5;Noturno;Santo Andre;Quinta-feira;21:00;23:00;L705;quinzenal I;Pratica;Caetano Rodrigues Miranda;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A6;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-114-0;semanal;Teorica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A6;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-114-0;quinzenal II;Teorica;Gustavo Martini Dalpian;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A6;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L705;quinzenal II;Pratica;Leticie Mendonca Ferreira ;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A7;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-103-0;semanal;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A7;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-103-0;quinzenal II;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A7;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L706;quinzenal I;Pratica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A8;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-103-0;semanal;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A8;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-103-0;quinzenal II;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A8;Diurno;Santo Andre;Quinta-feira;10:00;12:00;L706;quinzenal II;Pratica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A9;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-103-0;semanal;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A9;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-103-0;quinzenal II;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A9;Diurno;Santo Andre;Quinta-feira;10:00;12:00;403-3;quinzenal I;Pratica;Marcelo Zanotello;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B1;Diurno;Santo Andre;Terca-feira;08:00;10:00;A-114-0;semanal;Teorica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B1;Diurno;Santo Andre;Quinta-feira;10:00;12:00;A-114-0;quinzenal II;Teorica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B1;Diurno;Santo Andre;Quinta-feira;08:00;10:00;L701;quinzenal II;Pratica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B1;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-104-0;semanal;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B1;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-104-0;quinzenal II;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B1;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L701;quinzenal II;Pratica;Alysson Fabio Ferrari;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B2;Diurno;Santo Andre;Terca-feira;08:00;10:00;A-114-0;semanal;Teorica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B2;Diurno;Santo Andre;Quinta-feira;10:00;12:00;A-114-0;quinzenal II;Teorica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B2;Diurno;Santo Andre;Quinta-feira;08:00;10:00;L701;quinzenal I;Pratica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B2;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-104-0;semanal;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B2;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-104-0;quinzenal II;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B2;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L701;quinzenal I;Pratica;Alysson Fabio Ferrari;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B3;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-104-0;semanal;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B3;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-104-0;quinzenal II;Teorica;Alex Gomes Dias;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B3;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L702;quinzenal II;Pratica;Leticie Mendonca Ferreira;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B4;Diurno;Santo Andre;Terca-feira;08:00;10:00;A-105-0;semanal;Teorica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B4;Diurno;Santo Andre;Quinta-feira;10:00;12:00;A-105-0;quinzenal II;Teorica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B4;Diurno;Santo Andre;Quinta-feira;08:00;10:00;L702;quinzenal I;Pratica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B4;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-103-0;semanal;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B4;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-114-0;quinzenal II;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B4;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L702;quinzenal I;Pratica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B5;Diurno;Santo Andre;Terca-feira;08:00;10:00;A-105-0;semanal;Teorica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B5;Diurno;Santo Andre;Quinta-feira;10:00;12:00;A-105-0;quinzenal II;Teorica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B5;Diurno;Santo Andre;Quinta-feira;08:00;10:00;L705;quinzenal II;Pratica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B5;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-103-0;semanal;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B5;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-114-0;quinzenal II;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B5;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L705;quinzenal II;Pratica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B6;Diurno;Santo Andre;Terca-feira;08:00;10:00;A-105-0;semanal;Teorica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B6;Diurno;Santo Andre;Quinta-feira;10:00;12:00;A-105-0;quinzenal II;Teorica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B6;Diurno;Santo Andre;Quinta-feira;08:00;10:00;L705;quinzenal I;Pratica;Leticie Mendonca Ferreira;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B6;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-103-0;semanal;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B6;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-114-0;quinzenal II;Teorica;Eduardo de Moraes Gregores;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B6;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L705;quinzenal I;Pratica;Laura Paulucci Marinho;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B7;Noturno;Santo Andre;Terca-feira;19:00;21:00;S-207-0;semanal;Teorica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B7;Noturno;Santo Andre;Quinta-feira;21:00;23:00;S-212-0;quinzenal II;Teorica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B7;Noturno;Santo Andre;Quinta-feira;19:00;21:00;403-3;quinzenal II;Pratica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B8;Noturno;Santo Andre;Terca-feira;19:00;21:00;S-207-0;semanal;Teorica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B8;Noturno;Santo Andre;Quinta-feira;21:00;23:00;S-212-0;quinzenal II;Teorica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B8;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L706;quinzenal I;Pratica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B9;Noturno;Santo Andre;Terca-feira;19:00;21:00;S-207-0;semanal;Teorica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B9;Noturno;Santo Andre;Quinta-feira;21:00;23:00;S-212-0;quinzenal II;Teorica;Vilson Tonin Zanchin;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;B9;Noturno;Santo Andre;Quinta-feira;19:00;21:00;L706;quinzenal II;Pratica;Maria Ines Ribas Rodrigues;Bacharelado em Ciencia e Tecnologia
BC0103;Fisica Quantica;A;Diurno;Santo Andre;Terca-feira;10:00;12:00;A-105-0;semanal;Teorica;Marcos Roberto da Silva Tavares;Bacharelado em Ciencia e Tecnologia
BC0103;Fisica Quantica;A;Diurno;Santo Andre;Quinta-feira;08:00;10:00;A-105-0;quinzenal II;Teorica;Marcos Roberto da Silva Tavares;Bacharelado em Ciencia e Tecnologia
BC0103;Fisica Quantica;A;Noturno;Santo Andre;Terca-feira;19:00;21:00;A-108-0;semanal;Teorica;Marcos Roberto da Silva Tavares;Bacharelado em Ciencia e Tecnologia
BC0103;Fisica Quantica;A;Noturno;Santo Andre;Quinta-feira;21:00;23:00;A-108-0;quinzenal II;Teorica;Marcos Roberto da Silva Tavares;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Diurno;Santo Andre;Segunda-feira;08:00;10:00;S-204-0;semanal;Teorica;Marijana Brtka;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Diurno;Santo Andre;Quarta-feira;10:00;12:00;S-204-0;semanal;Teorica;Marijana Brtka;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Noturno;Santo Andre;Segunda-feira;19:00;21:00;A-113-0;semanal;Teorica;Gordana Manic;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Noturno;Santo Andre;Quarta-feira;21:00;23:00;A-113-0;semanal;Teorica;Gordana Manic;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;B1;Noturno;Santo Andre;Segunda-feira;21:00;23:00;S-212-0;semanal;Teorica;Edson Alex Arrazola Iriarte;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;B1;Noturno;Santo Andre;Quarta-feira;19:00;21:00;S-206-0;semanal;Teorica;Edson Alex Arrazola Iriarte;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;B;Noturno;Santo Andre;Segunda-feira;21:00;23:00;A-114-0;semanal;Teorica;Gordana Manic;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;B;Noturno;Santo Andre;Quarta-feira;19:00;21:00;A-114-0;semanal;Teorica;Gordana Manic;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A1;Diurno;Santo Andre;Segunda-feira;08:00;10:00;A-102-0;semanal;Teorica;Ilma Aparecida Marques Silva;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A1;Diurno;Santo Andre;Quarta-feira;10:00;12:00;A-102-0;semanal;Teorica;Ilma Aparecida Marques Silva;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A1;Noturno;Santo Andre;Segunda-feira;19:00;21:00;A-101-0;semanal;Teorica;Mauricio Richartz;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A1;Noturno;Santo Andre;Quarta-feira;21:00;23:00;A-101-0;semanal;Teorica;Mauricio Richartz;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A2;Diurno;Santo Andre;Segunda-feira;08:00;10:00;A-101-0;semanal;Teorica;Vladislav Kupriyanov;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A2;Diurno;Santo Andre;Quarta-feira;10:00;12:00;A-101-0;semanal;Teorica;Vladislav Kupriyanov;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A2;Noturno;Santo Andre;Segunda-feira;19:00;21:00;A-103-0;semanal;Teorica;Vladislav Kupriyanov;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A2;Noturno;Santo Andre;Quarta-feira;21:00;23:00;A-103-0;semanal;Teorica;Vladislav Kupriyanov;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A3;Diurno;Santo Andre;Segunda-feira;08:00;10:00;A-103-0;semanal;Teorica;Jeferson Cassiano;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A3;Diurno;Santo Andre;Quarta-feira;10:00;12:00;A-103-0;semanal;Teorica;Jeferson Cassiano;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A3;Noturno;Santo Andre;Segunda-feira;19:00;21:00;A-102-0;semanal;Teorica;Jeferson Cassiano;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A3;Noturno;Santo Andre;Quarta-feira;21:00;23:00;A-102-0;semanal;Teorica;Jeferson Cassiano;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;B1;Diurno;Santo Andre;Segunda-feira;10:00;12:00;A-104-0;semanal;Teorica;Ilma Aparecida Marques Silva;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;B1;Diurno;Santo Andre;Quarta-feira;08:00;10:00;A-104-0;semanal;Teorica;Ilma Aparecida Marques Silva;Bacharelado em Ciencia e Tecnologia
